OrderID,OrderDate,CustomerName,Age,City,Product,Category,Quantity,UnitPrice,Discount,TotalSales,PaymentMode,OrderStatus,Order_Date,Total_Sales
241,2025-03-06,Diya,46.0,Bhopal,Keyboard,Accessories,2,529.0,15,899.3,Cash,Cancelled,2025-03-06,899.3
242,2025-07-30,Najrin,52.0,Pune,Phone,Electronics,1,55843.0,0,55843.0,Cash,Cancelled,2025-07-30,55843.0
244,2025-03-26,Aarav,26.0,Chennai,Phone,Electronics,5,55358.0,5,262950.5,Cash,Delivered,2025-03-26,262950.5
246,2025-02-18,Zoya,47.0,Jaipur,Phone,Electronics,7,18698.0,15,111253.1,Card,Processing,2025-02-18,111253.1
247,2025-07-19,Riya,59.0,Bhopal,Keyboard,Accessories,2,8012.0,5,15222.8,Card,Cancelled,2025-07-19,15222.8
249,2025-06-07,Zoya,54.0,Jaipur,Printer,Office,3,48546.0,10,131074.2,UPI,Cancelled,2025-06-07,131074.2
250,2025-01-13,Zoya,50.0,Jaipur,Keyboard,Accessories,7,19589.0,5,130266.85,Cash,Cancelled,2025-01-13,130266.85
251,2025-09-19,Aarav,56.0,Delhi,Phone,Electronics,5,43716.0,0,218580.0,Cash,Delivered,2025-09-19,218580.0
254,2025-06-27,Ayesha,35.0,Mumbai,Phone,Electronics,8,59375.0,10,427500.0,Card,Cancelled,2025-06-27,427500.0
255,2025-12-18,Diya,41.0,Mumbai,Keyboard,Accessories,5,9336.0,0,46680.0,Card,Cancelled,2025-12-18,46680.0
256,2025-08-08,Zoya,35.0,Jaipur,Printer,Office,6,35233.0,5,200828.1,Cash,Delivered,2025-08-08,200828.1
257,2025-12-24,Aarav,33.0,Pune,Keyboard,Accessories,2,18012.0,10,32421.6,Card,Delivered,2025-12-24,32421.6
258,2025-04-07,Diya,30.0,Mumbai,Printer,Office,2,21137.0,5,40160.3,Card,Processing,2025-04-07,40160.3
259,2025-10-27,Kabir,33.0,Bhopal,Printer,Office,6,16143.0,5,92015.1,Cash,Cancelled,2025-10-27,92015.1
260,2025-01-04,Najrin,23.0,Bhopal,Laptop,Electronics,8,51534.0,0,412272.0,Card,Delivered,2025-01-04,412272.0
262,2025-08-06,Najrin,47.0,Delhi,Phone,Electronics,8,27018.0,15,183722.4,Cash,Cancelled,2025-08-06,183722.4
263,2025-10-25,Kabir,49.0,Chennai,Phone,Electronics,7,922.0,5,6131.299999999999,UPI,Delivered,2025-10-25,6131.299999999999
264,2025-05-14,Najrin,19.0,Pune,keyboard,Accessories,7,2991.0,0,20937.0,UPI,Delivered,2025-05-14,20937.0
265,2025-06-19,Rehan,28.0,Pune,Phone,Electronics,1,57421.0,0,57421.0,UPI,Delivered,2025-06-19,57421.0
266,2025-07-30,Ayesha,18.0,Bhopal,Printer,Office,6,24508.0,0,147048.0,UPI,Cancelled,2025-07-30,147048.0
267,2025-05-25,Rehan,42.0,Pune,Printer,Office,five,49227.0,5,140296.95,UPI,Processing,2025-05-25,140296.95
268,2025-09-22,Zoya,32.0,Mumbai,Printer,Office,7,16469.0,0,115283.0,UPI,Cancelled,2025-09-22,115283.0
269,2025-04-06,Najrin,23.0,Mumbai,Phone,Electronics,8,36067.0,0,288536.0,Cash,Processing,2025-04-06,288536.0
270,2025-12-03,Aarav,49.0,Jaipur,Phone,Electronics,1,18827.0,5,17885.65,Cash,Cancelled,2025-12-03,17885.65
271,2025-09-18,Zoya,40.0,Jaipur,Phone,Electronics,7,15067.0,0,105469.0,UPI,Cancelled,2025-09-18,105469.0
272,2025-04-06,Zoya,28.0,Jaipur,Laptop,Electronics,1,5415.0,15,4602.75,Card,Processing,2025-04-06,4602.75
274,2025-10-04,Rehan,49.0,Jaipur,Phone,Electronics,7,22609.0,0,158263.0,UPI,Processing,2025-10-04,158263.0
275,2025-05-05,Ayesha,35.0,Pune,Phone,Electronics,3,5630.0,0,16890.0,Cash,Processing,2025-05-05,16890.0
276,2025-10-29,Ayesha,19.0,Jaipur,Laptop,Electronics,8,1332.0,10,9590.4,Cash,Processing,2025-10-29,9590.4
277,2025-10-22,Riya,43.0,Chennai,Laptop,Electronics,5,16572.0,0,82860.0,UPI,Processing,2025-10-22,82860.0
278,2025-09-18,Aarav,53.0,Delhi,Printer,Office,4,33376.0,5,126828.8,Cash,Cancelled,2025-09-18,126828.8
281,2025-10-03,Riya,50.0,Bhopal,Phone,Electronics,7,13870.0,0,97090.0,UPI,Processing,2025-10-03,97090.0
283,2025-08-01,Riya,26.0,Delhi,Phone,Electronics,3,49670.0,5,141559.5,UPI,Cancelled,2025-08-01,141559.5
284,2025-10-10,Ayesha,25.0,Pune,Printer,Office,5,17440.0,10,78480.0,UPI,Cancelled,2025-10-10,78480.0
285,2025-08-27,Ayesha,58.0,Pune,Laptop,Electronics,7,42636.0,10,268606.8,UPI,Processing,2025-08-27,268606.8
286,2025-11-13,Kabir,58.0,Mumbai,Keyboard,Accessories,5,8878.0,15,37731.5,Card,Delivered,2025-11-13,37731.5
287,2025-03-06,Rehan,27.0,Delhi,Laptop,Electronics,1,43407.0,15,36895.95,Card,Processing,2025-03-06,36895.95
288,2025-09-12,Ayesha,41.0,Bhopal,Keyboard,Accessories,6,47607.0,0,285642.0,Cash,Processing,2025-09-12,285642.0
289,2025-08-07,Rehan,30.0,Jaipur,Phone,Electronics,1,12860.0,10,11574.0,UPI,Processing,2025-08-07,11574.0
290,2025-02-24,Diya,53.0,Pune,Printer,Office,6,37606.0,10,203072.4,Card,Cancelled,2025-02-24,203072.4
291,2025-07-14,Aarav,26.0,Pune,Laptop,Electronics,7,9736.0,0,68152.0,Cash,Delivered,2025-07-14,68152.0
292,2025-12-09,Riya,60.0,Mumbai,Laptop,Electronics,4,52480.0,0,209920.0,UPI,Processing,2025-12-09,209920.0
293,2025-11-07,Aarav,57.0,Jaipur,Printer,Office,8,30586.0,15,207984.8,Cash,Processing,2025-11-07,207984.8
296,2025-01-17,Zoya,59.0,Bhopal,keyboard,Accessories,8,56179.0,10,404488.8,Cash,Processing,2025-01-17,404488.8
297,2025-05-18,Kabir,29.0,Delhi,Printer,Office,5,38297.0,10,172336.5,UPI,Delivered,2025-05-18,172336.5
298,2025-08-18,Aarav,19.0,Mumbai,Printer,Office,1,13985.0,10,12586.5,Card,Delivered,2025-08-18,12586.5
299,2025-10-09,Diya,20.0,Bhopal,Phone,Electronics,6,14464.0,10,78105.6,Cash,Delivered,2025-10-09,78105.6
300,2025-09-19,Kabir,28.0,Mumbai,Keyboard,Accessories,6,9992.0,0,59952.0,Cash,Processing,2025-09-19,59952.0
301,2025-09-12,Riya,42.0,Chennai,Laptop,Electronics,3,34185.0,0,102555.0,UPI,Cancelled,2025-09-12,102555.0
302,2025-06-03,Zoya,60.0,Mumbai,Keyboard,Accessories,7,7172.0,15,42673.4,UPI,Delivered,2025-06-03,42673.4
303,2025-11-17,Najrin,37.0,Bhopal,Keyboard,Accessories,8,34350.0,15,233580.0,Cash,Processing,2025-11-17,233580.0
304,2025-08-04,Riya,48.0,Pune,Phone,Electronics,7,47173.0,5,313700.45,Card,Processing,2025-08-04,313700.45
305,2025-09-06,Najrin,44.0,Chennai,Phone,Electronics,7,24507.0,15,145816.65,Card,Cancelled,2025-09-06,145816.65
306,2025-12-12,Zoya,19.0,Jaipur,Printer,Office,4,48560.0,10,174816.0,UPI,Delivered,2025-12-12,174816.0
307,2025-08-09,Najrin,36.0,Pune,Keyboard,Accessories,3,57141.0,15,145709.55,UPI,Processing,2025-08-09,145709.55
308,2025-06-27,Ayesha,56.0,Delhi,Laptop,Electronics,4,53017.0,15,180257.8,Card,Delivered,2025-06-27,180257.8
309,2025-08-11,Aarav,49.0,Pune,Phone,Electronics,4,35268.0,10,126964.8,UPI,Delivered,2025-08-11,126964.8
310,2025-04-11,Riya,19.0,Pune,Phone,Electronics,8,57333.0,0,458664.0,Cash,Cancelled,2025-04-11,458664.0
311,2025-10-11,Kabir,36.0,Jaipur,Printer,Office,5,19367.0,10,87151.5,Card,Delivered,2025-10-11,87151.5
312,2025-05-05,Najrin,46.0,Jaipur,Laptop,Electronics,2,27155.0,5,51594.5,Card,Processing,2025-05-05,51594.5
313,2025-06-27,Aarav,59.0,Bhopal,Phone,Electronics,2,22633.0,10,40739.4,UPI,Delivered,2025-06-27,40739.4
314,2025-10-10,Rehan,34.0,Mumbai,Keyboard,Accessories,3,39425.0,5,112361.25,Card,Processing,2025-10-10,112361.25
315,2025-11-19,Diya,23.0,Mumbai,Printer,Office,1,26781.0,10,24102.9,Cash,Processing,2025-11-19,24102.9
317,2025-04-30,Rehan,30.0,Jaipur,Printer,Office,4,31468.0,5,119578.4,Cash,Cancelled,2025-04-30,119578.4
319,2025-09-13,Diya,20.0,Delhi,Laptop,Electronics,3,51445.0,0,154335.0,Cash,Processing,2025-09-13,154335.0
320,2025-07-04,Rehan,42.0,Delhi,Printer,Office,4,1873.0,5,7117.4,UPI,Delivered,2025-07-04,7117.4
321,2025-10-15,Kabir,39.0,Jaipur,Printer,Office,3,32221.0,15,82163.55,UPI,Delivered,2025-10-15,82163.55
322,2025-03-02,Najrin,40.0,Mumbai,Phone,Electronics,7,46008.0,5,305953.2,Cash,Processing,2025-03-02,305953.2
323,2025-01-29,Rehan,37.0,Bhopal,Keyboard,Accessories,4,22084.0,0,88336.0,UPI,Processing,2025-01-29,88336.0
324,2025-06-13,Rehan,60.0,Bhopal,Printer,Office,5,49427.0,10,222421.5,Card,Processing,2025-06-13,222421.5
325,2025-07-24,Aarav,37.0,Pune,Printer,Office,7,43028.0,5,286136.2,UPI,Cancelled,2025-07-24,286136.2
326,2025-03-17,Diya,59.0,Pune,Phone,Electronics,five,59331.0,15,100862.7,UPI,Delivered,2025-03-17,100862.7
327,2025-03-26,Zoya,35.0,Bhopal,Phone,Electronics,3,49661.0,10,134084.7,Card,Delivered,2025-03-26,134084.7
328,2025-07-17,Zoya,27.0,Pune,Laptop,Electronics,7,47293.0,0,331051.0,Cash,Cancelled,2025-07-17,331051.0
329,2025-02-12,Diya,44.0,Delhi,Laptop,Electronics,6,28581.0,5,162911.7,Card,Cancelled,2025-02-12,162911.7
330,2025-05-04,Najrin,28.0,Mumbai,Laptop,Electronics,1,28878.0,15,24546.3,Card,Delivered,2025-05-04,24546.3
331,2025-10-03,Aarav,18.0,Mumbai,Phone,Electronics,6,14160.0,0,84960.0,Card,Cancelled,2025-10-03,84960.0
333,2025-11-01,Rehan,38.0,Delhi,Phone,Electronics,6,34668.0,0,208008.0,Card,Delivered,2025-11-01,208008.0
334,2025-09-12,Riya,42.0,Mumbai,keyboard,Accessories,3,50526.0,5,143999.1,Card,Delivered,2025-09-12,143999.1
337,2025-08-31,Ayesha,26.0,Bhopal,Phone,Electronics,4,29026.0,5,110298.8,Card,Processing,2025-08-31,110298.8
338,2025-06-30,Najrin,23.0,Pune,Printer,Office,8,59074.0,5,448962.4,Card,Delivered,2025-06-30,448962.4
339,2025-05-20,Kabir,40.0,Chennai,Phone,Electronics,2,36270.0,0,72540.0,UPI,Processing,2025-05-20,72540.0
341,2025-11-23,Zoya,38.0,Mumbai,Laptop,Electronics,1,9922.0,15,8433.699999999999,UPI,Delivered,2025-11-23,8433.699999999999
342,2025-12-04,Zoya,45.0,Pune,Phone,Electronics,five,19767.0,0,98835.0,Cash,Delivered,2025-12-04,98835.0
343,2025-10-28,Zoya,56.0,Bhopal,Laptop,Electronics,6,18189.0,10,98220.6,Card,Cancelled,2025-10-28,98220.6
345,2025-04-23,Najrin,38.0,Bhopal,Laptop,Electronics,5,8010.0,10,36045.0,Card,Delivered,2025-04-23,36045.0
346,2025-04-28,Najrin,33.0,Delhi,Phone,Electronics,4,58906.0,15,200280.4,Card,Processing,2025-04-28,200280.4
347,2025-04-11,Rehan,38.0,Jaipur,Phone,Electronics,5,4753.0,5,22576.75,UPI,Delivered,2025-04-11,22576.75
348,2025-02-23,Zoya,53.0,Chennai,Keyboard,Accessories,5,15370.0,10,69165.0,Card,Delivered,2025-02-23,69165.0
349,2025-08-22,Kabir,37.0,Chennai,Phone,Electronics,5,2201.0,0,11005.0,UPI,Delivered,2025-08-22,11005.0
351,2025-12-17,Najrin,18.0,Chennai,Keyboard,Accessories,5,42333.0,10,190498.5,Cash,Delivered,2025-12-17,190498.5
352,2025-03-15,Zoya,48.0,Jaipur,Keyboard,Accessories,7,9668.0,15,57524.6,Card,Delivered,2025-03-15,57524.6
353,2025-06-16,Ayesha,34.0,Chennai,Keyboard,Accessories,5,45105.0,0,225525.0,Cash,Cancelled,2025-06-16,225525.0
354,2025-08-31,Aarav,28.0,Bhopal,Phone,Electronics,5,51140.0,0,255700.0,Cash,Cancelled,2025-08-31,255700.0
355,2025-09-27,Najrin,27.0,Chennai,Keyboard,Accessories,7,36439.0,5,242319.35,Card,Processing,2025-09-27,242319.35
356,2025-12-10,Najrin,38.0,Delhi,Keyboard,Accessories,8,58309.0,15,396501.2,Card,Cancelled,2025-12-10,396501.2
357,2025-08-30,Najrin,36.0,Chennai,Printer,Office,5,6115.0,10,27517.5,UPI,Delivered,2025-08-30,27517.5
358,2025-05-21,Diya,21.0,Pune,Keyboard,Accessories,8,32234.0,0,257872.0,Card,Cancelled,2025-05-21,257872.0
359,2025-05-07,Ayesha,35.0,Bhopal,Laptop,Electronics,five,47729.0,10,128868.3,Cash,Delivered,2025-05-07,128868.3
360,2025-05-18,Diya,28.0,Bhopal,Phone,Electronics,7,24867.0,5,165365.55,Card,Processing,2025-05-18,165365.55
361,2025-08-25,Aarav,56.0,Pune,Phone,Electronics,7,50932.0,0,356524.0,Cash,Processing,2025-08-25,356524.0
362,2025-01-30,Ayesha,38.0,Delhi,Phone,Electronics,4,47385.0,15,161109.0,Cash,Delivered,2025-01-30,161109.0
363,2025-11-22,Najrin,37.0,Delhi,Printer,Office,4,38899.0,15,132256.6,UPI,Cancelled,2025-11-22,132256.6
364,2025-04-12,Aarav,55.0,Mumbai,Printer,Office,5,39776.0,15,169048.0,UPI,Processing,2025-04-12,169048.0
365,2025-12-27,Najrin,29.0,Mumbai,Printer,Office,7,16751.0,15,99668.45,Cash,Processing,2025-12-27,99668.45
367,2025-02-21,Ayesha,57.0,Mumbai,Keyboard,Accessories,8,45821.0,5,348239.6,Cash,Cancelled,2025-02-21,348239.6
368,2025-04-02,Diya,21.0,Bhopal,Keyboard,Accessories,6,59701.0,0,358206.0,Cash,Cancelled,2025-04-02,358206.0
369,2025-01-26,Ayesha,51.0,Pune,Keyboard,Accessories,5,31833.0,5,151206.75,Card,Delivered,2025-01-26,151206.75
371,2025-11-12,Rehan,20.0,Chennai,Phone,Electronics,7,40105.0,10,252661.5,Card,Delivered,2025-11-12,252661.5
372,2025-11-27,Kabir,24.0,Delhi,Phone,Electronics,4,56776.0,15,193038.4,Card,Processing,2025-11-27,193038.4
373,2025-11-09,Rehan,41.0,Jaipur,Laptop,Electronics,6,57120.0,10,308448.0,Card,Delivered,2025-11-09,308448.0
375,2025-06-15, Ayesha ,38.0,Jaipur,Phone,Electronics,1,52654.0,15,44755.9,UPI,Delivered,2025-06-15,44755.9
376,2025-03-07,Ayesha,21.0,Jaipur,Phone,Electronics,2,12835.0,15,21819.5,UPI,Delivered,2025-03-07,21819.5
377,2025-08-14,Riya,51.0,Jaipur,Printer,Office,5,15558.0,10,70011.0,Card,Cancelled,2025-08-14,70011.0
378,2025-03-04,Aarav,20.0,Chennai,Laptop,Electronics,five,58303.0,15,198230.2,Cash,Cancelled,2025-03-04,198230.2
381,2025-08-07,Rehan,38.0,Bhopal,Printer,Office,3,48696.0,5,138783.6,Cash,Delivered,2025-08-07,138783.6
382,2025-09-26,Rehan,31.0,Bhopal,Laptop,Electronics,1,25265.0,0,25265.0,UPI,Processing,2025-09-26,25265.0
383,2025-01-14,Kabir,33.0,Mumbai,Laptop,Electronics,2,34068.0,15,57915.6,Cash,Processing,2025-01-14,57915.6
384,2025-07-17,Najrin,33.0,Jaipur,Phone,Electronics,8,18805.0,0,150440.0,UPI,Delivered,2025-07-17,150440.0
385,2025-02-23,Rehan,39.0,Pune,Printer,Office,7,22869.0,10,144074.7,Cash,Delivered,2025-02-23,144074.7
387,2025-11-02,Rehan,45.0,Delhi,Keyboard,Accessories,7,17163.0,10,108126.9,Card,Processing,2025-11-02,108126.9
388,2025-05-12,Ayesha,42.0,Jaipur,Laptop,Electronics,7,47759.0,10,300881.7,UPI,Cancelled,2025-05-12,300881.7
389,2025-04-11,Ayesha,52.0,Mumbai,Phone,Electronics,8,59017.0,0,472136.0,Cash,Delivered,2025-04-11,472136.0
391,2025-09-09,Aarav,24.0,Chennai,Printer,Office,6,41551.0,0,249306.0,Card,Cancelled,2025-09-09,249306.0
392,2025-03-21,Najrin,56.0,Chennai,Printer,Office,2,23934.0,10,43081.2,UPI,Cancelled,2025-03-21,43081.2
393,2025-11-07,Riya,35.0,Jaipur,Phone,Electronics,4,51706.0,15,175800.4,UPI,Delivered,2025-11-07,175800.4
396,2025-08-25,Aarav,50.0,Bhopal,Printer,Office,5,21071.0,5,100087.25,Cash,Cancelled,2025-08-25,100087.25
398,2025-11-30,Diya,40.0,Chennai,Laptop,Electronics,6,18881.0,15,96293.1,UPI,Delivered,2025-11-30,96293.1
399,2025-03-16,Diya,25.0,Mumbai,Keyboard,Accessories,8,27212.0,5,206811.2,Card,Cancelled,2025-03-16,206811.2
400,2025-05-23,Rehan,49.0,Jaipur,Keyboard,Accessories,5,25867.0,5,122868.25,Cash,Cancelled,2025-05-23,122868.25
401,2025-12-03,Riya,58.0,Mumbai,Keyboard,Accessories,7,18532.0,0,129724.0,Card,Processing,2025-12-03,129724.0
402,2025-02-08,Rehan,60.0,Chennai,Laptop,Electronics,4,3007.0,5,11426.6,Cash,Cancelled,2025-02-08,11426.6
403,2025-02-08,Aarav,25.0,Bhopal,Printer,Office,4,46250.0,5,175750.0,Card,Processing,2025-02-08,175750.0
404,2025-06-15,Rehan,39.0,Mumbai,Laptop,Electronics,1,14690.0,10,13221.0,Card,Processing,2025-06-15,13221.0
405,2025-08-06,Rehan,41.0,Pune,Laptop,Electronics,6,58295.0,15,297304.5,Card,Cancelled,2025-08-06,297304.5
406,2025-02-16,Zoya,36.0,Bhopal,Keyboard,Accessories,7,4645.0,15,27637.75,Card,Cancelled,2025-02-16,27637.75
407,2025-03-29,Kabir,20.0,Jaipur,Keyboard,Accessories,4,25981.0,5,98727.8,Card,Cancelled,2025-03-29,98727.8
408,2025-09-02,Zoya,25.0,Pune,Keyboard,Accessories,8,44299.0,15,301233.2,UPI,Cancelled,2025-09-02,301233.2
409,2025-05-12,Diya,35.0,Chennai,Keyboard,Accessories,5,17392.0,15,73916.0,Cash,Delivered,2025-05-12,73916.0
410,2025-01-24,Ayesha,51.0,Jaipur,Phone,Electronics,5,19258.0,10,86661.0,Card,Processing,2025-01-24,86661.0
411,2025-11-11,Najrin,23.0,Pune,Printer,Office,five,34809.0,15,147938.25,UPI,Delivered,2025-11-11,147938.25
412,2025-12-01,Diya,51.0,Delhi,Phone,Electronics,8,19959.0,0,159672.0,Cash,Cancelled,2025-12-01,159672.0
415,2025-07-25,Najrin,50.0,Mumbai,Phone,Electronics,2,41681.0,10,75025.8,Cash,Cancelled,2025-07-25,75025.8
416,2025-09-17,Najrin,52.0,Pune,Phone,Electronics,5,30783.0,15,130827.75,UPI,Delivered,2025-09-17,130827.75
417,2025-01-06,Najrin,57.0,Mumbai,Phone,Electronics,1,12787.0,15,10868.95,Cash,Processing,2025-01-06,10868.95
418,2025-09-03,Aarav,46.0,Bhopal,Phone,Electronics,4,50145.0,15,170493.0,Cash,Cancelled,2025-09-03,170493.0
419,2025-04-22,Riya,32.0,Delhi,Phone,Electronics,6,55346.0,0,332076.0,Card,Delivered,2025-04-22,332076.0
421,2025-03-15,Najrin,46.0,Pune,Printer,Office,1,20220.0,15,17187.0,UPI,Cancelled,2025-03-15,17187.0
423,2025-08-27,Ayesha,20.0,Pune,Phone,Electronics,1,25141.0,15,21369.85,Cash,Cancelled,2025-08-27,21369.85
424,2025-03-29,Riya,59.0,Bhopal,Laptop,Electronics,3,33292.0,10,89888.40000000001,Cash,Processing,2025-03-29,89888.40000000001
425,2025-10-23,Rehan,34.0,Delhi,Phone,Electronics,3,562.0,10,1517.4,Cash,Cancelled,2025-10-23,1517.4
427,2025-01-21,Diya,23.0,Jaipur,Keyboard,Accessories,4,47851.0,5,181833.8,UPI,Delivered,2025-01-21,181833.8
429,2025-12-29,Riya,42.0,Delhi,Printer,Office,6,58189.0,5,331677.3,UPI,Delivered,2025-12-29,331677.3
430,2025-01-07,Aarav,35.0,Bhopal,Printer,Office,7,2010.0,0,14070.0,UPI,Cancelled,2025-01-07,14070.0
431,2025-11-26,Ayesha,56.0,Jaipur,Laptop,Electronics,8,831.0,10,5983.2,UPI,Delivered,2025-11-26,5983.2
432,2025-09-20,Riya,35.0,Mumbai,Phone,Electronics,8,7391.0,0,59128.0,Cash,Delivered,2025-09-20,59128.0
433,2025-04-25,Riya,34.0,Pune,Printer,Office,3,47229.0,15,120433.95,Card,Cancelled,2025-04-25,120433.95
434,2025-03-27,Zoya,21.0,Bhopal,Laptop,Electronics,5,33697.0,0,168485.0,UPI,Cancelled,2025-03-27,168485.0
435,2025-04-21,Zoya,18.0,Mumbai,Keyboard,Accessories,1,51807.0,10,46626.3,UPI,Delivered,2025-04-21,46626.3
436,2025-01-31,Diya,29.0,Delhi,Phone,Electronics,4,56133.0,10,202078.8,Card,Processing,2025-01-31,202078.8
437,2025-03-11,Zoya,26.0,Delhi,Printer,Office,2,32343.0,5,61451.7,Cash,Cancelled,2025-03-11,61451.7
438,2025-11-20,Aarav,40.0,Jaipur,Phone,Electronics,8,22561.0,5,171463.6,Card,Delivered,2025-11-20,171463.6
439,2025-06-29,Diya,40.0,Delhi,Keyboard,Accessories,6,44383.0,10,239668.2,UPI,Delivered,2025-06-29,239668.2
441,2025-03-19,Najrin,21.0,Delhi,Keyboard,Accessories,5,1671.0,0,8355.0,Cash,Processing,2025-03-19,8355.0
442,2025-10-01,Rehan,33.0,Chennai,Printer,Office,4,39176.0,0,156704.0,UPI,Cancelled,2025-10-01,156704.0
443,2025-08-14,Ayesha,60.0,Delhi,Keyboard,Accessories,2,18991.0,15,32284.7,Card,Delivered,2025-08-14,32284.7
445,2025-05-17,Riya,57.0,Bhopal,Printer,Office,3,32193.0,10,86921.1,Cash,Cancelled,2025-05-17,86921.1
446,2025-07-01,Kabir,59.0,Bhopal,Phone,Electronics,five,37451.0,0,262157.0,Card,Delivered,2025-07-01,262157.0
447,2025-09-18,Rehan,52.0,Pune,Phone,Electronics,7,3861.0,0,27027.0,Cash,Delivered,2025-09-18,27027.0
448,2025-05-20,Ayesha,56.0,Jaipur,Laptop,Electronics,1,58462.0,10,52615.8,UPI,Cancelled,2025-05-20,52615.8
449,2025-04-04,Aarav,35.0,Pune,Keyboard,Accessories,8,59745.0,10,430164.0,Card,Processing,2025-04-04,430164.0
450,2025-12-11,Najrin,22.0,Jaipur,Keyboard,Accessories,2,29763.0,15,50597.1,UPI,Delivered,2025-12-11,50597.1
451,2025-10-05,Ayesha,46.0,Jaipur,Laptop,Electronics,2,42300.0,5,80370.0,UPI,Processing,2025-10-05,80370.0
452,2025-05-06,Zoya,20.0,Mumbai,Keyboard,Accessories,8,41913.0,10,301773.6,Card,Delivered,2025-05-06,301773.6
453,2025-11-12,Zoya,35.0,Jaipur,Laptop,Electronics,5,21992.0,10,98964.0,UPI,Processing,2025-11-12,98964.0
454,2025-05-19,Zoya,35.0,Bhopal,Printer,Office,8,29034.0,15,197431.2,Card,Delivered,2025-05-19,197431.2
455,2025-06-25,Ayesha,50.0,Pune,Phone,Electronics,3,40934.0,5,116661.9,Cash,Cancelled,2025-06-25,116661.9
456,2025-12-19,Diya,58.0,Delhi,Keyboard,Accessories,7,21513.0,10,135531.9,Cash,Cancelled,2025-12-19,135531.9
457,2025-03-13,Najrin,45.0,Jaipur,Keyboard,Accessories,5,30258.0,5,143725.5,Card,Delivered,2025-03-13,143725.5
458,2025-09-08,Aarav,22.0,Jaipur,Keyboard,Accessories,5,14559.0,10,65515.5,UPI,Processing,2025-09-08,65515.5
459,2025-10-04,Kabir,43.0,Pune,Printer,Office,4,20936.0,5,79556.8,Cash,Processing,2025-10-04,79556.8
460,2025-06-27,Riya,29.0,Jaipur,Printer,Office,6,36855.0,15,187960.5,Card,Cancelled,2025-06-27,187960.5
461,2025-09-20,Rehan,39.0,Chennai,Printer,Office,5,22514.0,10,101313.0,Card,Cancelled,2025-09-20,101313.0
462,2025-06-18,Kabir,34.0,Chennai,Keyboard,Accessories,6,19928.0,10,107611.2,UPI,Processing,2025-06-18,107611.2
465,2025-04-17,Kabir,42.0,Jaipur,Keyboard,Accessories,5,24260.0,15,103105.0,UPI,Processing,2025-04-17,103105.0
466,2025-11-11,Najrin,41.0,Delhi,Printer,Office,1,11261.0,10,10134.9,UPI,Cancelled,2025-11-11,10134.9
467,2025-09-28,Ayesha,58.0,Jaipur,Laptop,Electronics,3,25322.0,5,72167.7,UPI,Processing,2025-09-28,72167.7
468,2025-06-29,Kabir,56.0,Delhi,Laptop,Electronics,3,3134.0,0,9402.0,Cash,Processing,2025-06-29,9402.0
469,2025-08-10,Aarav,48.0,Bhopal,Keyboard,Accessories,3,29212.0,5,83254.2,UPI,Processing,2025-08-10,83254.2
470,2025-03-25,Ayesha,29.0,Chennai,Printer,Office,1,52494.0,5,49869.3,UPI,Cancelled,2025-03-25,49869.3
471,2025-03-30,Ayesha,60.0,Pune,Phone,Electronics,1,10137.0,10,9123.3,Cash,Delivered,2025-03-30,9123.3
472,2025-06-01,Diya,30.0,Jaipur,Printer,Office,5,18393.0,0,91965.0,Card,Processing,2025-06-01,91965.0
474,2025-02-24,Rehan,57.0,Chennai,Keyboard,Accessories,3,48774.0,15,124373.7,Card,Delivered,2025-02-24,124373.7
475,2025-04-16,Kabir,45.0,Delhi,Keyboard,Accessories,3,4494.0,5,12807.9,Cash,Cancelled,2025-04-16,12807.9
477,2025-07-23,Zoya,55.0,Mumbai,Phone,Electronics,4,7221.0,5,27439.8,UPI,Cancelled,2025-07-23,27439.8
480,2025-09-11,Najrin,30.0,Delhi,Keyboard,Accessories,8,11834.0,0,94672.0,UPI,Cancelled,2025-09-11,94672.0
482,2025-09-24,Aarav,57.0,Chennai,Keyboard,Accessories,8,13776.0,15,93676.8,UPI,Processing,2025-09-24,93676.8
483,2025-04-12,Diya,33.0,Delhi,Phone,Electronics,5,8266.0,5,39263.5,UPI,Processing,2025-04-12,39263.5
484,2025-09-24,Kabir,20.0,Delhi,Keyboard,Accessories,4,685.0,5,2603.0,Cash,Processing,2025-09-24,2603.0
485,2025-04-24,Ayesha,48.0,Jaipur,Printer,Office,8,24504.0,15,166627.2,Card,Processing,2025-04-24,166627.2
486,2025-05-22,Riya,20.0,Mumbai,Keyboard,Accessories,2,30776.0,10,55396.8,UPI,Processing,2025-05-22,55396.8
487,2025-05-12,Kabir,18.0,Pune,Printer,Office,5,37456.0,0,187280.0,UPI,Cancelled,2025-05-12,187280.0
488,2025-03-27,Riya,59.0,Mumbai,Laptop,Electronics,2,35223.0,0,70446.0,Cash,Processing,2025-03-27,70446.0
489,2025-02-01,Diya,25.0,Pune,Keyboard,Accessories,2,39498.0,10,71096.40000000001,Cash,Cancelled,2025-02-01,71096.40000000001
490,2025-06-29,Rehan,26.0,Bhopal,Printer,Office,7,59760.0,5,397404.0,UPI,Cancelled,2025-06-29,397404.0
491,2025-06-06,Aarav,22.0,Pune,Phone,Electronics,7,29042.0,0,203294.0,UPI,Processing,2025-06-06,203294.0
492,2025-09-24,Aarav,37.0,Pune,Printer,Office,8,10261.0,15,69774.8,UPI,Cancelled,2025-09-24,69774.8
