OrderID,OrderDate,CustomerName,Age,City,Product,Category,Quantity,UnitPrice,Discount,TotalSales,PaymentMode,OrderStatus
262,2025-08-06,Najrin,47.0,Delhi,Phone,Electronics,8,27018,15,183722.4,Cash,Cancelled
263,2025-10-25,Kabir,49.0,Chennai,Phone,Electronics,7,922,5,6131.299999999999,UPI,Delivered
264,2025-05-14,Najrin,19.0,Pune,keyboard,Accessories,7,2991,0,20937.0,UPI,Delivered
265,2025-06-19,Rehan,28.0,Pune,Phone,Electronics,1,57421,0,57421.0,UPI,Delivered
266,2025-07-30,Ayesha,18.0,Bhopal,Printer,Office,6,24508,0,147048.0,UPI,Cancelled
267,2025-05-25,Rehan,42.0,Pune,Printer,Office,five,49227,5,140296.95,UPI,Processing
268,2025-09-22,Zoya,32.0,Mumbai,Printer,Office,7,16469,0,115283.0,UPI,Cancelled
269,2025-04-06,Najrin,23.0,Mumbai,Phone,Electronics,8,36067,0,288536.0,Cash,Processing
270,2025-12-03,Aarav,49.0,Jaipur,Phone,Electronics,1,18827,5,17885.65,Cash,Cancelled
271,2025-09-18,Zoya,40.0,Jaipur,Phone,Electronics,7,15067,0,105469.0,UPI,Cancelled
272,2025-04-06,Zoya,28.0,Jaipur,Laptop,Electronics,1,5415,15,4602.75,Card,Processing
273,2025-02-15,Najrin,27.0,,Keyboard,Accessories,4,11035,5,41933.0,Card,Cancelled
274,2025-10-04,Rehan,49.0,Jaipur,Phone,Electronics,7,22609,0,158263.0,UPI,Processing
275,2025-05-05,Ayesha,35.0,Pune,Phone,Electronics,3,5630,0,16890.0,Cash,Processing
276,2025-10-29,Ayesha,19.0,Jaipur,Laptop,Electronics,8,1332,10,9590.4,Cash,Processing
277,2025-10-22,Riya,43.0,Chennai,Laptop,Electronics,5,16572,0,82860.0,UPI,Processing
278,2025-09-18,Aarav,53.0,Delhi,Printer,Office,4,33376,5,126828.8,Cash,Cancelled
279,2025-07-05,Ayesha,,,Laptop,Electronics,2,29427,0,58854.0,Cash,Processing
280,2025-07-06,Kabir,45.0,Pune,Keyboard,Accessories,1,N/A,5,5403.599999999999,UPI,Processing
281,2025-10-03,Riya,50.0,Bhopal,Phone,Electronics,7,13870,0,97090.0,UPI,Processing
282,2025-12-14,Aarav,25.0,,Laptop,Electronics,five,3005,0,24040.0,Card,Processing
283,2025-08-01,Riya,26.0,Delhi,Phone,Electronics,3,49670,5,141559.5,UPI,Cancelled
284,2025-10-10,Ayesha,25.0,Pune,Printer,Office,5,17440,10,78480.0,UPI,Cancelled
285,2025-08-27,Ayesha,58.0,Pune,Laptop,Electronics,7,42636,10,268606.8,UPI,Processing
286,2025-11-13,Kabir,58.0,Mumbai,Keyboard,Accessories,5,8878,15,37731.5,Card,Delivered
287,2025-03-06,Rehan,27.0,Delhi,Laptop,Electronics,1,43407,15,36895.95,Card,Processing
288,2025-09-12,Ayesha,41.0,Bhopal,Keyboard,Accessories,6,47607,0,285642.0,Cash,Processing
289,2025-08-07,Rehan,30.0,Jaipur,Phone,Electronics,1,12860,10,11574.0,UPI,Processing
290,2025-02-24,Diya,53.0,Pune,Printer,Office,6,37606,10,203072.4,Card,Cancelled
291,2025-07-14,Aarav,26.0,Pune,Laptop,Electronics,7,9736,0,68152.0,Cash,Delivered
292,2025-12-09,Riya,60.0,Mumbai,Laptop,Electronics,4,52480,0,209920.0,UPI,Processing
293,2025-11-07,Aarav,57.0,Jaipur,Printer,Office,8,30586,15,207984.8,Cash,Processing
294,2025-01-23,Riya,52.0,,Laptop,Electronics,4,19621,0,78484.0,UPI,Cancelled
295,2025-08-04,Diya,,Mumbai,Laptop,Electronics,4,6969,15,23694.6,Card,Delivered
296,2025-01-17,Zoya,59.0,Bhopal,keyboard,Accessories,8,56179,10,404488.8,Cash,Processing
297,2025-05-18,Kabir,29.0,Delhi,Printer,Office,5,38297,10,172336.5,UPI,Delivered
298,2025-08-18,Aarav,19.0,Mumbai,Printer,Office,1,13985,10,12586.5,Card,Delivered
299,2025-10-09,Diya,20.0,Bhopal,Phone,Electronics,6,14464,10,78105.6,Cash,Delivered
300,2025-09-19,Kabir,28.0,Mumbai,Keyboard,Accessories,6,9992,0,59952.0,Cash,Processing
301,2025-09-12,Riya,42.0,Chennai,Laptop,Electronics,3,34185,0,102555.0,UPI,Cancelled
302,2025-06-03,Zoya,60.0,Mumbai,Keyboard,Accessories,7,7172,15,42673.4,UPI,Delivered
303,2025-11-17,Najrin,37.0,Bhopal,Keyboard,Accessories,8,34350,15,233580.0,Cash,Processing
304,2025-08-04,Riya,48.0,Pune,Phone,Electronics,7,47173,5,313700.45,Card,Processing
305,2025-09-06,Najrin,44.0,Chennai,Phone,Electronics,7,24507,15,145816.65,Card,Cancelled
306,2025-12-12,Zoya,19.0,Jaipur,Printer,Office,4,48560,10,174816.0,UPI,Delivered
307,2025-08-09,Najrin,36.0,Pune,Keyboard,Accessories,3,57141,15,145709.55,UPI,Processing
308,2025-06-27,Ayesha,56.0,Delhi,Laptop,Electronics,4,53017,15,180257.8,Card,Delivered
309,2025-08-11,Aarav,49.0,Pune,Phone,Electronics,4,35268,10,126964.8,UPI,Delivered
310,2025-04-11,Riya,19.0,Pune,Phone,Electronics,8,57333,0,458664.0,Cash,Cancelled
311,2025-10-11,Kabir,36.0,Jaipur,Printer,Office,5,19367,10,87151.5,Card,Delivered
312,2025-05-05,Najrin,46.0,Jaipur,Laptop,Electronics,2,27155,5,51594.5,Card,Processing
313,2025-06-27,Aarav,59.0,Bhopal,Phone,Electronics,2,22633,10,40739.4,UPI,Delivered
314,2025-10-10,Rehan,34.0,Mumbai,Keyboard,Accessories,3,39425,5,112361.25,Card,Processing
315,2025-11-19,Diya,23.0,Mumbai,Printer,Office,1,26781,10,24102.9,Cash,Processing
316,2025-04-09,Zoya,,Jaipur,Printer,Office,7,12874,5,85612.09999999999,UPI,Delivered
317,2025-04-30,Rehan,30.0,Jaipur,Printer,Office,4,31468,5,119578.4,Cash,Cancelled
318,2025-11-24,Diya,41.0,,Laptop,Electronics,1,57872,5,54978.39999999999,Card,Cancelled
319,2025-09-13,Diya,20.0,Delhi,Laptop,Electronics,3,51445,0,154335.0,Cash,Processing
320,2025-07-04,Rehan,42.0,Delhi,Printer,Office,4,1873,5,7117.4,UPI,Delivered
321,2025-10-15,Kabir,39.0,Jaipur,Printer,Office,3,32221,15,82163.55,UPI,Delivered
322,2025-03-02,Najrin,40.0,Mumbai,Phone,Electronics,7,46008,5,305953.2,Cash,Processing
323,2025-01-29,Rehan,37.0,Bhopal,Keyboard,Accessories,4,22084,0,88336.0,UPI,Processing
324,2025-06-13,Rehan,60.0,Bhopal,Printer,Office,5,49427,10,222421.5,Card,Processing
325,2025-07-24,Aarav,37.0,Pune,Printer,Office,7,43028,5,286136.2,UPI,Cancelled
326,2025-03-17,Diya,59.0,Pune,Phone,Electronics,five,59331,15,100862.7,UPI,Delivered
327,2025-03-26,Zoya,35.0,Bhopal,Phone,Electronics,3,49661,10,134084.7,Card,Delivered
328,2025-07-17,Zoya,27.0,Pune,Laptop,Electronics,7,47293,0,331051.0,Cash,Cancelled
329,2025-02-12,Diya,44.0,Delhi,Laptop,Electronics,6,28581,5,162911.7,Card,Cancelled
330,2025-05-04,Najrin,28.0,Mumbai,Laptop,Electronics,1,28878,15,24546.3,Card,Delivered
331,2025-10-03,Aarav,18.0,Mumbai,Phone,Electronics,6,14160,0,84960.0,Card,Cancelled
332,2025-10-04,Kabir,24.0,Mumbai,Laptop,Electronics,5,N/A,0,106735.0,UPI,Delivered
333,2025-11-01,Rehan,38.0,Delhi,Phone,Electronics,6,34668,0,208008.0,Card,Delivered
334,2025-09-12,Riya,42.0,Mumbai,keyboard,Accessories,3,50526,5,143999.1,Card,Delivered
335,2025-04-05,Kabir,18.0,Pune,Keyboard,Accessories,6,N/A,10,76863.6,Cash,Processing
336,2025-09-15,Najrin,30.0,Pune,Keyboard,Accessories,1,N/A,0,53430.0,UPI,Delivered
337,2025-08-31,Ayesha,26.0,Bhopal,Phone,Electronics,4,29026,5,110298.8,Card,Processing
338,2025-06-30,Najrin,23.0,Pune,Printer,Office,8,59074,5,448962.4,Card,Delivered
339,2025-05-20,Kabir,40.0,Chennai,Phone,Electronics,2,36270,0,72540.0,UPI,Processing
340,2025-01-16,Najrin,43.0,Pune,Keyboard,Accessories,2,N/A,15,2927.4,Card,Cancelled
341,2025-11-23,Zoya,38.0,Mumbai,Laptop,Electronics,1,9922,15,8433.699999999999,UPI,Delivered
342,2025-12-04,Zoya,45.0,Pune,Phone,Electronics,five,19767,0,98835.0,Cash,Delivered
343,2025-10-28,Zoya,56.0,Bhopal,Laptop,Electronics,6,18189,10,98220.6,Card,Cancelled
344,2025-12-23,Najrin,,Bhopal,Phone,Electronics,3,6595,5,18795.75,Card,Cancelled
345,2025-04-23,Najrin,38.0,Bhopal,Laptop,Electronics,5,8010,10,36045.0,Card,Delivered
346,2025-04-28,Najrin,33.0,Delhi,Phone,Electronics,4,58906,15,200280.4,Card,Processing
347,2025-04-11,Rehan,38.0,Jaipur,Phone,Electronics,5,4753,5,22576.75,UPI,Delivered
348,2025-02-23,Zoya,53.0,Chennai,Keyboard,Accessories,5,15370,10,69165.0,Card,Delivered
349,2025-08-22,Kabir,37.0,Chennai,Phone,Electronics,5,2201,0,11005.0,UPI,Delivered
350,2025-08-25,Rehan,,,Laptop,Electronics,7,19334,15,115037.3,Card,Cancelled
351,2025-12-17,Najrin,18.0,Chennai,Keyboard,Accessories,5,42333,10,190498.5,Cash,Delivered
352,2025-03-15,Zoya,48.0,Jaipur,Keyboard,Accessories,7,9668,15,57524.6,Card,Delivered
353,2025-06-16,Ayesha,34.0,Chennai,Keyboard,Accessories,5,45105,0,225525.0,Cash,Cancelled
354,2025-08-31,Aarav,28.0,Bhopal,Phone,Electronics,5,51140,0,255700.0,Cash,Cancelled
355,2025-09-27,Najrin,27.0,Chennai,Keyboard,Accessories,7,36439,5,242319.35,Card,Processing
356,2025-12-10,Najrin,38.0,Delhi,Keyboard,Accessories,8,58309,15,396501.2,Card,Cancelled
357,2025-08-30,Najrin,36.0,Chennai,Printer,Office,5,6115,10,27517.5,UPI,Delivered
358,2025-05-21,Diya,21.0,Pune,Keyboard,Accessories,8,32234,0,257872.0,Card,Cancelled
359,2025-05-07,Ayesha,35.0,Bhopal,Laptop,Electronics,five,47729,10,128868.3,Cash,Delivered
360,2025-05-18,Diya,28.0,Bhopal,Phone,Electronics,7,24867,5,165365.55,Card,Processing
361,2025-08-25,Aarav,56.0,Pune,Phone,Electronics,7,50932,0,356524.0,Cash,Processing
362,2025-01-30,Ayesha,38.0,Delhi,Phone,Electronics,4,47385,15,161109.0,Cash,Delivered
363,2025-11-22,Najrin,37.0,Delhi,Printer,Office,4,38899,15,132256.6,UPI,Cancelled
364,2025-04-12,Aarav,55.0,Mumbai,Printer,Office,5,39776,15,169048.0,UPI,Processing
365,2025-12-27,Najrin,29.0,Mumbai,Printer,Office,7,16751,15,99668.45,Cash,Processing
366,2025-09-04,Aarav,18.0,,Keyboard,Accessories,6,36373,15,185502.3,Cash,Cancelled
367,2025-02-21,Ayesha,57.0,Mumbai,Keyboard,Accessories,8,45821,5,348239.6,Cash,Cancelled
368,2025-04-02,Diya,21.0,Bhopal,Keyboard,Accessories,6,59701,0,358206.0,Cash,Cancelled
369,2025-01-26,Ayesha,51.0,Pune,Keyboard,Accessories,5,31833,5,151206.75,Card,Delivered
370,2025-01-18,Zoya,47.0,,Keyboard,Accessories,1,54689,0,54689.0,UPI,Processing
371,2025-11-12,Rehan,20.0,Chennai,Phone,Electronics,7,40105,10,252661.5,Card,Delivered
372,2025-11-27,Kabir,24.0,Delhi,Phone,Electronics,4,56776,15,193038.4,Card,Processing
373,2025-11-09,Rehan,41.0,Jaipur,Laptop,Electronics,6,57120,10,308448.0,Card,Delivered
374,2025-03-23,Rehan,58.0,Chennai,Phone,Electronics,2,N/A,0,12294.0,Cash,Delivered
375,2025-06-15, Ayesha ,38.0,Jaipur,Phone,Electronics,1,52654,15,44755.9,UPI,Delivered
376,2025-03-07,Ayesha,21.0,Jaipur,Phone,Electronics,2,12835,15,21819.5,UPI,Delivered
377,2025-08-14,Riya,51.0,Jaipur,Printer,Office,5,15558,10,70011.0,Card,Cancelled
378,2025-03-04,Aarav,20.0,Chennai,Laptop,Electronics,five,58303,15,198230.2,Cash,Cancelled
379,2025-01-31,Rehan,54.0,,Keyboard,Accessories,6,47640,0,285840.0,Cash,Delivered
380,2025-11-01,Aarav,,Jaipur,Keyboard,Accessories,6,24602,15,125470.2,Card,Processing
381,2025-08-07,Rehan,38.0,Bhopal,Printer,Office,3,48696,5,138783.6,Cash,Delivered
382,2025-09-26,Rehan,31.0,Bhopal,Laptop,Electronics,1,25265,0,25265.0,UPI,Processing
383,2025-01-14,Kabir,33.0,Mumbai,Laptop,Electronics,2,34068,15,57915.6,Cash,Processing
384,2025-07-17,Najrin,33.0,Jaipur,Phone,Electronics,8,18805,0,150440.0,UPI,Delivered
385,2025-02-23,Rehan,39.0,Pune,Printer,Office,7,22869,10,144074.7,Cash,Delivered
386,2025-10-19,Riya,,Bhopal,Printer,Office,3,31964,15,81508.2,Cash,Delivered
387,2025-11-02,Rehan,45.0,Delhi,Keyboard,Accessories,7,17163,10,108126.9,Card,Processing
388,2025-05-12,Ayesha,42.0,Jaipur,Laptop,Electronics,7,47759,10,300881.7,UPI,Cancelled
389,2025-04-11,Ayesha,52.0,Mumbai,Phone,Electronics,8,59017,0,472136.0,Cash,Delivered
390,2025-08-23,Aarav,29.0,,Laptop,Electronics,1,10184,10,9165.6,Card,Processing
391,2025-09-09,Aarav,24.0,Chennai,Printer,Office,6,41551,0,249306.0,Card,Cancelled
392,2025-03-21,Najrin,56.0,Chennai,Printer,Office,2,23934,10,43081.2,UPI,Cancelled
393,2025-11-07,Riya,35.0,Jaipur,Phone,Electronics,4,51706,15,175800.4,UPI,Delivered
394,2025-09-27,Diya,54.0,Pune,Keyboard,Accessories,3,N/A,5,51357.0,UPI,Processing
395,2025-09-25,Aarav,46.0,,Keyboard,Accessories,7,32249,15,191881.55,UPI,Cancelled
396,2025-08-25,Aarav,50.0,Bhopal,Printer,Office,5,21071,5,100087.25,Cash,Cancelled
397,2025-10-30,Kabir,,Jaipur,Printer,Office,3,21197,5,60411.45,Card,Delivered
398,2025-11-30,Diya,40.0,Chennai,Laptop,Electronics,6,18881,15,96293.09999999999,UPI,Delivered
399,2025-03-16,Diya,25.0,Mumbai,Keyboard,Accessories,8,27212,5,206811.2,Card,Cancelled
400,2025-05-23,Rehan,49.0,Jaipur,Keyboard,Accessories,5,25867,5,122868.25,Cash,Cancelled
401,2025-12-03,Riya,58.0,Mumbai,Keyboard,Accessories,7,18532,0,129724.0,Card,Processing
402,2025-02-08,Rehan,60.0,Chennai,Laptop,Electronics,4,3007,5,11426.6,Cash,Cancelled
403,2025-02-08,Aarav,25.0,Bhopal,Printer,Office,4,46250,5,175750.0,Card,Processing
404,2025-06-15,Rehan,39.0,Mumbai,Laptop,Electronics,1,14690,10,13221.0,Card,Processing
405,2025-08-06,Rehan,41.0,Pune,Laptop,Electronics,6,58295,15,297304.5,Card,Cancelled
406,2025-02-16,Zoya,36.0,Bhopal,Keyboard,Accessories,7,4645,15,27637.75,Card,Cancelled
407,2025-03-29,Kabir,20.0,Jaipur,Keyboard,Accessories,4,25981,5,98727.79999999999,Card,Cancelled
408,2025-09-02,Zoya,25.0,Pune,Keyboard,Accessories,8,44299,15,301233.2,UPI,Cancelled
409,2025-05-12,Diya,35.0,Chennai,Keyboard,Accessories,5,17392,15,73916.0,Cash,Delivered
410,2025-01-24,Ayesha,51.0,Jaipur,Phone,Electronics,5,19258,10,86661.0,Card,Processing
411,2025-11-11,Najrin,23.0,Pune,Printer,Office,five,34809,15,147938.25,UPI,Delivered
412,2025-12-01,Diya,51.0,Delhi,Phone,Electronics,8,19959,0,159672.0,Cash,Cancelled
413,2025-08-02,Aarav,,Delhi,Keyboard,Accessories,4,7028,5,26706.4,Card,Processing
414,2025-01-23,Kabir,60.0,,Phone,Electronics,5,28657,15,121792.25,Cash,Delivered
415,2025-07-25,Najrin,50.0,Mumbai,Phone,Electronics,2,41681,10,75025.8,Cash,Cancelled
416,2025-09-17,Najrin,52.0,Pune,Phone,Electronics,5,30783,15,130827.75,UPI,Delivered
417,2025-01-06,Najrin,57.0,Mumbai,Phone,Electronics,1,12787,15,10868.95,Cash,Processing
418,2025-09-03,Aarav,46.0,Bhopal,Phone,Electronics,4,50145,15,170493.0,Cash,Cancelled
419,2025-04-22,Riya,32.0,Delhi,Phone,Electronics,6,55346,0,332076.0,Card,Delivered
420,2025-10-27,Ayesha,50.0,,Phone,Electronics,5,55766,10,250947.0,Card,Delivered
421,2025-03-15,Najrin,46.0,Pune,Printer,Office,1,20220,15,17187.0,UPI,Cancelled
422,2025-05-17,Riya,,Pune,Keyboard,Accessories,3,27722,10,74849.40000000001,UPI,Cancelled
423,2025-08-27,Ayesha,20.0,Pune,Phone,Electronics,1,25141,15,21369.85,Cash,Cancelled
424,2025-03-29,Riya,59.0,Bhopal,Laptop,Electronics,3,33292,10,89888.40000000001,Cash,Processing
425,2025-10-23,Rehan,34.0,Delhi,Phone,Electronics,3,562,10,1517.4,Cash,Cancelled
426,2025-07-03,Najrin,18.0,,Printer,Office,4,39657,0,158628.0,UPI,Cancelled
427,2025-01-21,Diya,23.0,Jaipur,Keyboard,Accessories,4,47851,5,181833.8,UPI,Delivered
428,2025-04-13,Rehan,,Jaipur,Keyboard,Accessories,1,28300,5,26885.0,Card,Cancelled
429,2025-12-29,Riya,42.0,Delhi,Printer,Office,6,58189,5,331677.3,UPI,Delivered
430,2025-01-07,Aarav,35.0,Bhopal,Printer,Office,7,2010,0,14070.0,UPI,Cancelled
431,2025-11-26,Ayesha,56.0,Jaipur,Laptop,Electronics,8,831,10,5983.2,UPI,Delivered
432,2025-09-20,Riya,35.0,Mumbai,Phone,Electronics,8,7391,0,59128.0,Cash,Delivered
433,2025-04-25,Riya,34.0,Pune,Printer,Office,3,47229,15,120433.95,Card,Cancelled
434,2025-03-27,Zoya,21.0,Bhopal,Laptop,Electronics,5,33697,0,168485.0,UPI,Cancelled
435,2025-04-21,Zoya,18.0,Mumbai,Keyboard,Accessories,1,51807,10,46626.3,UPI,Delivered
436,2025-01-31,Diya,29.0,Delhi,Phone,Electronics,4,56133,10,202078.8,Card,Processing
437,2025-03-11,Zoya,26.0,Delhi,Printer,Office,2,32343,5,61451.7,Cash,Cancelled
438,2025-11-20,Aarav,40.0,Jaipur,Phone,Electronics,8,22561,5,171463.6,Card,Delivered
439,2025-06-29,Diya,40.0,Delhi,Keyboard,Accessories,6,44383,10,239668.2,UPI,Delivered
440,2025-05-22, Ayesha ,,Pune,Laptop,Electronics,2,19267,0,38534.0,Card,Delivered
441,2025-03-19,Najrin,21.0,Delhi,Keyboard,Accessories,5,1671,0,8355.0,Cash,Processing
442,2025-10-01,Rehan,33.0,Chennai,Printer,Office,4,39176,0,156704.0,UPI,Cancelled
443,2025-08-14,Ayesha,60.0,Delhi,Keyboard,Accessories,2,18991,15,32284.7,Card,Delivered
444,2025-05-02,Rehan,29.0,,laptop,Electronics,4,48986,0,195944.0,UPI,Delivered
445,2025-05-17,Riya,57.0,Bhopal,Printer,Office,3,32193,10,86921.1,Cash,Cancelled
446,2025-07-01,Kabir,59.0,Bhopal,Phone,Electronics,five,37451,0,262157.0,Card,Delivered
447,2025-09-18,Rehan,52.0,Pune,Phone,Electronics,7,3861,0,27027.0,Cash,Delivered
448,2025-05-20,Ayesha,56.0,Jaipur,Laptop,Electronics,1,58462,10,52615.8,UPI,Cancelled
449,2025-04-04,Aarav,35.0,Pune,Keyboard,Accessories,8,59745,10,430164.0,Card,Processing
450,2025-12-11,Najrin,22.0,Jaipur,Keyboard,Accessories,2,29763,15,50597.1,UPI,Delivered
451,2025-10-05,Ayesha,46.0,Jaipur,Laptop,Electronics,2,42300,5,80370.0,UPI,Processing
452,2025-05-06,Zoya,20.0,Mumbai,Keyboard,Accessories,8,41913,10,301773.6,Card,Delivered
453,2025-11-12,Zoya,35.0,Jaipur,Laptop,Electronics,5,21992,10,98964.0,UPI,Processing
454,2025-05-19,Zoya,35.0,Bhopal,Printer,Office,8,29034,15,197431.2,Card,Delivered
455,2025-06-25,Ayesha,50.0,Pune,Phone,Electronics,3,40934,5,116661.9,Cash,Cancelled
456,2025-12-19,Diya,58.0,Delhi,Keyboard,Accessories,7,21513,10,135531.9,Cash,Cancelled
457,2025-03-13,Najrin,45.0,Jaipur,Keyboard,Accessories,5,30258,5,143725.5,Card,Delivered
458,2025-09-08,Aarav,22.0,Jaipur,Keyboard,Accessories,5,14559,10,65515.5,UPI,Processing
459,2025-10-04,Kabir,43.0,Pune,Printer,Office,4,20936,5,79556.8,Cash,Processing
460,2025-06-27,Riya,29.0,Jaipur,Printer,Office,6,36855,15,187960.5,Card,Cancelled
461,2025-09-20,Rehan,39.0,Chennai,Printer,Office,5,22514,10,101313.0,Card,Cancelled
462,2025-06-18,Kabir,34.0,Chennai,Keyboard,Accessories,6,19928,10,107611.2,UPI,Processing
463,2025-08-26,Ayesha,43.0,,Keyboard,Accessories,5,6017,10,27076.5,Cash,Cancelled
464,2025-02-20,Diya,25.0,,Laptop,Electronics,1,30349,10,27314.1,Card,Processing
465,2025-04-17,Kabir,42.0,Jaipur,Keyboard,Accessories,5,24260,15,103105.0,UPI,Processing
466,2025-11-11,Najrin,41.0,Delhi,Printer,Office,1,11261,10,10134.9,UPI,Cancelled
467,2025-09-28,Ayesha,58.0,Jaipur,Laptop,Electronics,3,25322,5,72167.7,UPI,Processing
468,2025-06-29,Kabir,56.0,Delhi,Laptop,Electronics,3,3134,0,9402.0,Cash,Processing
469,2025-08-10,Aarav,48.0,Bhopal,Keyboard,Accessories,3,29212,5,83254.2,UPI,Processing
470,2025-03-25,Ayesha,29.0,Chennai,Printer,Office,1,52494,5,49869.3,UPI,Cancelled
471,2025-03-30,Ayesha,60.0,Pune,Phone,Electronics,1,10137,10,9123.300000000001,Cash,Delivered
472,2025-06-01,Diya,30.0,Jaipur,Printer,Office,5,18393,0,91965.0,Card,Processing
473,2025-01-08,Najrin,,Delhi,Keyboard,Accessories,6,56117,15,286196.7,UPI,Processing
474,2025-02-24,Rehan,57.0,Chennai,Keyboard,Accessories,3,48774,15,124373.7,Card,Delivered
475,2025-04-16,Kabir,45.0,Delhi,Keyboard,Accessories,3,4494,5,12807.9,Cash,Cancelled
476,2025-07-17,Rehan,18.0,,Printer,Office,5,13416,15,57018.0,UPI,Processing
477,2025-07-23,Zoya,55.0,Mumbai,Phone,Electronics,4,7221,5,27439.8,UPI,Cancelled
478,2025-12-17,Riya,28.0,,Keyboard,Accessories,2,38445,0,76890.0,Cash,Cancelled
479,2025-05-16,Najrin,,Pune,Keyboard,Accessories,5,17847,10,80311.5,Card,Delivered
480,2025-09-11,Najrin,30.0,Delhi,Keyboard,Accessories,8,11834,0,94672.0,UPI,Cancelled
481,2025-11-05,Najrin,,Pune,Printer,Office,3,13321,10,35966.7,Card,Cancelled
482,2025-09-24,Aarav,57.0,Chennai,Keyboard,Accessories,8,13776,15,93676.8,UPI,Processing
483,2025-04-12,Diya,33.0,Delhi,Phone,Electronics,5,8266,5,39263.5,UPI,Processing
484,2025-09-24,Kabir,20.0,Delhi,Keyboard,Accessories,4,685,5,2603.0,Cash,Processing
485,2025-04-24,Ayesha,48.0,Jaipur,Printer,Office,8,24504,15,166627.2,Card,Processing
486,2025-05-22,Riya,20.0,Mumbai,Keyboard,Accessories,2,30776,10,55396.8,UPI,Processing
487,2025-05-12,Kabir,18.0,Pune,Printer,Office,5,37456,0,187280.0,UPI,Cancelled
488,2025-03-27,Riya,59.0,Mumbai,Laptop,Electronics,2,35223,0,70446.0,Cash,Processing
489,2025-02-01,Diya,25.0,Pune,Keyboard,Accessories,2,39498,10,71096.40000000001,Cash,Cancelled
490,2025-06-29,Rehan,26.0,Bhopal,Printer,Office,7,59760,5,397404.0,UPI,Cancelled
491,2025-06-06,Aarav,22.0,Pune,Phone,Electronics,7,29042,0,203294.0,UPI,Processing
492,2025-09-24,Aarav,37.0,Pune,Printer,Office,8,10261,15,69774.8,UPI,Cancelled
493,2025-06-25,Najrin,34.0,Delhi,Keyboard,Accessories,6,31110,5,177327.0,Card,Cancelled
494,2025-12-19,Riya,54.0,Jaipur,Keyboard,Accessories,4,25038,15,85129.2,Cash,Processing
495,2025-01-11,Ayesha,31.0,Chennai,Printer,Office,4,31095,5,118161.0,UPI,Cancelled
496,2025-09-01,Ayesha,56.0,,Laptop,Electronics,5,16212,15,68901.0,Cash,Processing
497,2025-11-27,Aarav,31.0,Delhi,Phone,Electronics,4,14930,15,50762.0,Card,Delivered
498,2025-11-09,Rehan,,Pune,Phone,Electronics,3,27541,15,70229.55,UPI,Processing
499,2025-11-10,Rehan,,,Printer,Office,4,41754,15,141963.6,UPI,Delivered
500,2025-12-07,Aarav,46.0,Bhopal,Laptop,Electronics,1,N/A,10,10854.0,UPI,Delivered
501,2025-07-21,Zoya,55.0,Chennai,Keyboard,Accessories,3,37182,5,105968.7,Card,Delivered
502,2025-11-23,Najrin,53.0,Delhi,Keyboard,Accessories,1,6303,15,5357.55,UPI,Processing
503,2025-11-08,Rehan,33.0,,Printer,Office,1,36464,0,36464.0,Card,Delivered
504,2025-03-14,Rehan,30.0,Bhopal,Phone,Electronics,4,52387,10,188593.2,Card,Cancelled
505,2025-09-01,Ayesha,21.0,Jaipur,Phone,Electronics,7,58833,0,411831.0,UPI,Delivered
506,2025-03-09,Rehan,39.0,Bhopal,Keyboard,Accessories,1,41205,15,35024.25,Cash,Delivered
507,2025-09-21,Ayesha,23.0,Delhi,Laptop,Electronics,1,18795,15,15975.75,Card,Delivered
508,2025-10-26,Zoya,52.0,Pune,Laptop,Electronics,5,46699,10,210145.5,Cash,Cancelled
509,2025-01-13,Riya,44.0,Mumbai,Printer,Office,1,20714,5,19678.3,Cash,Cancelled
510,2025-03-23,Diya,59.0,Pune,Keyboard,Accessories,1,10803,10,9722.7,Card,Cancelled
511,2025-03-30,Najrin,57.0,Mumbai,Laptop,Electronics,7,52740,0,369180.0,Cash,Delivered
512,2025-12-20,Najrin,50.0,Chennai,Keyboard,Accessories,8,33933,0,271464.0,Cash,Cancelled
513,2025-06-30,Diya,54.0,Bhopal,Phone,Electronics,3,30224,10,81604.8,Cash,Processing
514,2025-03-31,Diya,25.0,Mumbai,Printer,Office,6,12346,5,70372.2,Cash,Processing
515,2025-06-02,Aarav,30.0,Chennai,Keyboard,Accessories,2,17463,0,34926.0,Cash,Cancelled
516,2025-04-23,Zoya,47.0,Bhopal,Laptop,Electronics,4,51855,0,207420.0,Cash,Processing
517,2025-10-24,Aarav,30.0,Bhopal,Laptop,Electronics,2,37450,5,71155.0,UPI,Cancelled
518,2025-09-28,Ayesha,18.0,Jaipur,Keyboard,Accessories,3,40437,15,103114.35,UPI,Cancelled
519,2025-12-06,Diya,50.0,Bhopal,Laptop,Electronics,7,20793,15,123718.35,Cash,Processing
520,2025-01-18,Diya,27.0,Pune,Laptop,Electronics,8,2975,10,21420.0,Cash,Cancelled
521,2025-05-19,Kabir,37.0,Delhi,Keyboard,Accessories,3,47484,0,142452.0,Card,Cancelled
522,2025-08-07,Rehan,28.0,Mumbai,Phone,Electronics,3,17906,5,51032.1,Card,Cancelled
523,2025-02-03,Najrin,49.0,Pune,Laptop,Electronics,8,N/A,10,394999.2,UPI,Delivered
524,2025-08-25,Zoya,47.0,Pune,Keyboard,Accessories,7,6406,10,40357.8,UPI,Processing
